Relative LMP error,Methods,Congestion State,System Scale,Case
0.007885883,Proposed method,Non-congested,Large systems,case2746wp
0.016820805,Proposed method,Non-congested,Large systems,case2746wp
0.021469156,Proposed method,Non-congested,Large systems,case2746wp
0.021469156,Proposed method,Non-congested,Large systems,case2746wp
0.015870354,Proposed method,Non-congested,Large systems,case2746wp
0.011147189,Proposed method,Non-congested,Large systems,case2746wp
0.011147189,Proposed method,Non-congested,Large systems,case2746wp
0.011035367,Proposed method,Non-congested,Large systems,case2746wp
0.011037005,Proposed method,Non-congested,Large systems,case2746wp
0.018703495,Proposed method,Non-congested,Large systems,case2746wp
0.018696761,Proposed method,Non-congested,Large systems,case2746wp
0.017328039,Proposed method,Non-congested,Large systems,case2746wp
0.017326402,Proposed method,Non-congested,Large systems,case2746wp
0.015624605,Proposed method,Non-congested,Large systems,case2746wp
0.012762967,Proposed method,Non-congested,Large systems,case2746wp
0.012762846,Proposed method,Non-congested,Large systems,case2746wp
0.004454675,Proposed method,Non-congested,Large systems,case2746wp
0.005218764,Proposed method,Non-congested,Large systems,case2746wp
0.004460605,Proposed method,Non-congested,Large systems,case2746wp
0.005302869,Proposed method,Non-congested,Large systems,case2746wp
0.005298857,Proposed method,Non-congested,Large systems,case2746wp
0.021588033,Proposed method,Non-congested,Large systems,case2746wp
0.021588033,Proposed method,Non-congested,Large systems,case2746wp
0.008983701,Proposed method,Non-congested,Large systems,case2746wp
0.008652497,Proposed method,Non-congested,Large systems,case2746wp
0.008649796,Proposed method,Non-congested,Large systems,case2746wp
0.010930908,Proposed method,Non-congested,Large systems,case2746wp
0.01095233,Proposed method,Non-congested,Large systems,case2746wp
0.010931897,Proposed method,Non-congested,Large systems,case2746wp
0.020639688,Proposed method,Non-congested,Large systems,case2746wp
0.021553459,Proposed method,Non-congested,Large systems,case2746wp
0.017252619,Proposed method,Non-congested,Large systems,case2746wp
0.017249807,Proposed method,Non-congested,Large systems,case2746wp
0.017403086,Proposed method,Non-congested,Large systems,case2746wp
0.017403086,Proposed method,Non-congested,Large systems,case2746wp
0.01388525,Proposed method,Non-congested,Large systems,case2746wp
0.013889551,Proposed method,Non-congested,Large systems,case2746wp
0.017585118,Proposed method,Non-congested,Large systems,case2746wp
0.012424064,Proposed method,Non-congested,Large systems,case2746wp
0.012426914,Proposed method,Non-congested,Large systems,case2746wp
0.013713136,Proposed method,Non-congested,Large systems,case2746wp
0.013713136,Proposed method,Non-congested,Large systems,case2746wp
0.013235994,Proposed method,Non-congested,Large systems,case2746wp
0.018348572,Proposed method,Non-congested,Large systems,case2746wp
0.017762852,Proposed method,Non-congested,Large systems,case2746wp
0.016768607,Proposed method,Non-congested,Large systems,case2746wp
0.016771219,Proposed method,Non-congested,Large systems,case2746wp
0.015673923,Proposed method,Non-congested,Large systems,case2746wp
0.015674963,Proposed method,Non-congested,Large systems,case2746wp
0.019065166,Proposed method,Non-congested,Large systems,case2746wp
0.019065506,Proposed method,Non-congested,Large systems,case2746wp
0.01704036,Proposed method,Non-congested,Large systems,case2746wp
0.017049402,Proposed method,Non-congested,Large systems,case2746wp
0.015568861,Proposed method,Non-congested,Large systems,case2746wp
0.01760685,Proposed method,Non-congested,Large systems,case2746wp
0.017602168,Proposed method,Non-congested,Large systems,case2746wp
0.015889354,Proposed method,Non-congested,Large systems,case2746wp
0.015889568,Proposed method,Non-congested,Large systems,case2746wp
0.017972126,Proposed method,Non-congested,Large systems,case2746wp
0.017970813,Proposed method,Non-congested,Large systems,case2746wp
0.015694541,Proposed method,Non-congested,Large systems,case2746wp
0.015694663,Proposed method,Non-congested,Large systems,case2746wp
0.018652061,Proposed method,Non-congested,Large systems,case2746wp
0.018653135,Proposed method,Non-congested,Large systems,case2746wp
0.018260165,Proposed method,Non-congested,Large systems,case2746wp
0.018262891,Proposed method,Non-congested,Large systems,case2746wp
0.01553859,Proposed method,Non-congested,Large systems,case2746wp
0.015538591,Proposed method,Non-congested,Large systems,case2746wp
0.019764015,Proposed method,Non-congested,Large systems,case2746wp
0.019759134,Proposed method,Non-congested,Large systems,case2746wp
0.025615143,Proposed method,Non-congested,Large systems,case2746wp
0.021142467,Proposed method,Non-congested,Large systems,case2746wp
0.0125896,Proposed method,Non-congested,Large systems,case2746wp
0.012545417,Proposed method,Non-congested,Large systems,case2746wp
0.007977496,Proposed method,Non-congested,Large systems,case2746wp
0.008594258,Proposed method,Non-congested,Large systems,case2746wp
0.017411399,Proposed method,Non-congested,Large systems,case2746wp
0.017565753,Proposed method,Non-congested,Large systems,case2746wp
0.017605441,Proposed method,Non-congested,Large systems,case2746wp
0.017632639,Proposed method,Non-congested,Large systems,case2746wp
0.01884085,Proposed method,Non-congested,Large systems,case2746wp
0.016133061,Proposed method,Non-congested,Large systems,case2746wp
0.009750128,Proposed method,Non-congested,Large systems,case2746wp
0.023388952,Proposed method,Non-congested,Large systems,case2746wp
0.015567687,Proposed method,Non-congested,Large systems,case2746wp
0.012054951,Proposed method,Non-congested,Large systems,case2746wp
0.018688462,Proposed method,Non-congested,Large systems,case2746wp
0.020066125,Proposed method,Non-congested,Large systems,case2746wp
0.02287977,Proposed method,Non-congested,Large systems,case2746wp
0.015950774,Proposed method,Non-congested,Large systems,case2746wp
0.012811367,Proposed method,Non-congested,Large systems,case2746wp
0.012798288,Proposed method,Non-congested,Large systems,case2746wp
0.016627489,Proposed method,Non-congested,Large systems,case2746wp
0.008036392,Proposed method,Non-congested,Large systems,case2746wp
0.018396113,Proposed method,Non-congested,Large systems,case2746wp
0.006555007,Proposed method,Non-congested,Large systems,case2746wp
0.022013729,Proposed method,Non-congested,Large systems,case2746wp
0.012154181,Proposed method,Non-congested,Large systems,case2746wp
0.021967373,Proposed method,Non-congested,Large systems,case2746wp
0.022726403,Proposed method,Non-congested,Large systems,case2746wp
0.017771253,Proposed method,Non-congested,Large systems,case2746wp
0.023425721,Proposed method,Non-congested,Large systems,case2746wp
0.012524645,Proposed method,Non-congested,Large systems,case2746wp
0.0130286,Proposed method,Non-congested,Large systems,case2746wp
0.012981613,Proposed method,Non-congested,Large systems,case2746wp
0.013832591,Proposed method,Non-congested,Large systems,case2746wp
0.005073355,Proposed method,Non-congested,Large systems,case2746wp
0.005841634,Proposed method,Non-congested,Large systems,case2746wp
0.020340337,Proposed method,Non-congested,Large systems,case2746wp
0.018897454,Proposed method,Non-congested,Large systems,case2746wp
0.018827472,Proposed method,Non-congested,Large systems,case2746wp
0.019602025,Proposed method,Non-congested,Large systems,case2746wp
0.01603778,Proposed method,Non-congested,Large systems,case2746wp
0.011499267,Proposed method,Non-congested,Large systems,case2746wp
0.016648465,Proposed method,Non-congested,Large systems,case2746wp
0.021993821,Proposed method,Non-congested,Large systems,case2746wp
0.021260338,Proposed method,Non-congested,Large systems,case2746wp
0.020862827,Proposed method,Non-congested,Large systems,case2746wp
0.009250293,Proposed method,Non-congested,Large systems,case2746wp
0.009262218,Proposed method,Non-congested,Large systems,case2746wp
0.01573929,Proposed method,Non-congested,Large systems,case2746wp
0.018875459,Proposed method,Non-congested,Large systems,case2746wp
0.014329599,Proposed method,Non-congested,Large systems,case2746wp
0.015490347,Proposed method,Non-congested,Large systems,case2746wp
0.022569006,Proposed method,Non-congested,Large systems,case2746wp
0.00554157,Proposed method,Non-congested,Large systems,case2746wp
0.006632369,Proposed method,Non-congested,Large systems,case2746wp
0.016262227,Proposed method,Non-congested,Large systems,case2746wp
0.017779256,Proposed method,Non-congested,Large systems,case2746wp
0.015560361,Proposed method,Non-congested,Large systems,case2746wp
0.023555758,Proposed method,Non-congested,Large systems,case2746wp
0.020228138,Proposed method,Non-congested,Large systems,case2746wp
0.014465585,Proposed method,Non-congested,Large systems,case2746wp
0.018922626,Proposed method,Non-congested,Large systems,case2746wp
0.014024671,Proposed method,Non-congested,Large systems,case2746wp
0.014610598,Proposed method,Non-congested,Large systems,case2746wp
0.010860188,Proposed method,Non-congested,Large systems,case2746wp
0.010759157,Proposed method,Non-congested,Large systems,case2746wp
0.021560944,Proposed method,Non-congested,Large systems,case2746wp
0.018788677,Proposed method,Non-congested,Large systems,case2746wp
0.019713663,Proposed method,Non-congested,Large systems,case2746wp
0.014753798,Proposed method,Non-congested,Large systems,case2746wp
0.015270455,Proposed method,Non-congested,Large systems,case2746wp
0.006888552,Proposed method,Non-congested,Large systems,case2746wp
0.006893115,Proposed method,Non-congested,Large systems,case2746wp
0.010830886,Proposed method,Non-congested,Large systems,case2746wp
0.01378283,Proposed method,Non-congested,Large systems,case2746wp
0.020849684,Proposed method,Non-congested,Large systems,case2746wp
0.019638253,Proposed method,Non-congested,Large systems,case2746wp
0.016765306,Proposed method,Non-congested,Large systems,case2746wp
0.017278418,Proposed method,Non-congested,Large systems,case2746wp
0.015120374,Proposed method,Non-congested,Large systems,case2746wp
0.014438779,Proposed method,Non-congested,Large systems,case2746wp
0.010063617,Proposed method,Non-congested,Large systems,case2746wp
0.020166582,Proposed method,Non-congested,Large systems,case2746wp
0.018803196,Proposed method,Non-congested,Large systems,case2746wp
0.017324351,Proposed method,Non-congested,Large systems,case2746wp
0.018548695,Proposed method,Non-congested,Large systems,case2746wp
0.013872293,Proposed method,Non-congested,Large systems,case2746wp
0.01314772,Proposed method,Non-congested,Large systems,case2746wp
0.019325024,Proposed method,Non-congested,Large systems,case2746wp
0.010758303,Proposed method,Non-congested,Large systems,case2746wp
0.014012072,Proposed method,Non-congested,Large systems,case2746wp
0.010027295,Proposed method,Non-congested,Large systems,case2746wp
0.012520547,Proposed method,Non-congested,Large systems,case2746wp
0.011192198,Proposed method,Non-congested,Large systems,case2746wp
0.01388011,Proposed method,Non-congested,Large systems,case2746wp
0.01472225,Proposed method,Non-congested,Large systems,case2746wp
0.01347276,Proposed method,Non-congested,Large systems,case2746wp
0.012218584,Proposed method,Non-congested,Large systems,case2746wp
0.013875081,Proposed method,Non-congested,Large systems,case2746wp
0.01070748,Proposed method,Non-congested,Large systems,case2746wp
0.011822359,Proposed method,Non-congested,Large systems,case2746wp
0.015166755,Proposed method,Non-congested,Large systems,case2746wp
0.022082553,Proposed method,Non-congested,Large systems,case2746wp
0.017223358,Proposed method,Non-congested,Large systems,case2746wp
0.017600918,Proposed method,Non-congested,Large systems,case2746wp
0.017593902,Proposed method,Non-congested,Large systems,case2746wp
0.013298384,Proposed method,Non-congested,Large systems,case2746wp
0.010971902,Proposed method,Non-congested,Large systems,case2746wp
0.011484988,Proposed method,Non-congested,Large systems,case2746wp
0.019920074,Proposed method,Non-congested,Large systems,case2746wp
0.012023322,Proposed method,Non-congested,Large systems,case2746wp
0.015097881,Proposed method,Non-congested,Large systems,case2746wp
0.01467457,Proposed method,Non-congested,Large systems,case2746wp
0.019632961,Proposed method,Non-congested,Large systems,case2746wp
0.019305776,Proposed method,Non-congested,Large systems,case2746wp
0.014670363,Proposed method,Non-congested,Large systems,case2746wp
0.016188851,Proposed method,Non-congested,Large systems,case2746wp
0.016560755,Proposed method,Non-congested,Large systems,case2746wp
0.012027426,Proposed method,Non-congested,Large systems,case2746wp
0.018843214,Proposed method,Non-congested,Large systems,case2746wp
0.015736716,Proposed method,Non-congested,Large systems,case2746wp
0.019548065,Proposed method,Non-congested,Large systems,case2746wp
0.024641015,Proposed method,Non-congested,Large systems,case2746wp
0.012294631,Proposed method,Non-congested,Large systems,case2746wp
0.022584382,Proposed method,Non-congested,Large systems,case2746wp
0.014278963,Proposed method,Non-congested,Large systems,case2746wp
0.0157553,Proposed method,Non-congested,Large systems,case2746wp
0.020881641,Proposed method,Non-congested,Large systems,case2746wp
0.012992091,Proposed method,Non-congested,Large systems,case2746wp
0.013047314,Proposed method,Non-congested,Large systems,case2746wp
0.01760041,Proposed method,Non-congested,Large systems,case2746wp
0.01754296,Proposed method,Non-congested,Large systems,case2746wp
0.012990192,Proposed method,Non-congested,Large systems,case2746wp
0.022859125,Proposed method,Non-congested,Large systems,case2746wp
0.01862903,Proposed method,Non-congested,Large systems,case2746wp
0.023311358,Proposed method,Non-congested,Large systems,case2746wp
0.010205465,Proposed method,Non-congested,Large systems,case2746wp
0.015370539,Proposed method,Non-congested,Large systems,case2746wp
0.012379515,Proposed method,Non-congested,Large systems,case2746wp
0.020965378,Proposed method,Non-congested,Large systems,case2746wp
0.01394435,Proposed method,Non-congested,Large systems,case2746wp
0.013263211,Proposed method,Non-congested,Large systems,case2746wp
0.013863838,Proposed method,Non-congested,Large systems,case2746wp
0.013944985,Proposed method,Non-congested,Large systems,case2746wp
0.019183776,Proposed method,Non-congested,Large systems,case2746wp
0.019006625,Proposed method,Non-congested,Large systems,case2746wp
0.015765918,Proposed method,Non-congested,Large systems,case2746wp
0.011245395,Proposed method,Non-congested,Large systems,case2746wp
0.011218911,Proposed method,Non-congested,Large systems,case2746wp
0.019593906,Proposed method,Non-congested,Large systems,case2746wp
0.014750144,Proposed method,Non-congested,Large systems,case2746wp
0.015987193,Proposed method,Non-congested,Large systems,case2746wp
0.016460383,Proposed method,Non-congested,Large systems,case2746wp
0.013977654,Proposed method,Non-congested,Large systems,case2746wp
0.015670027,Proposed method,Non-congested,Large systems,case2746wp
0.01520011,Proposed method,Non-congested,Large systems,case2746wp
0.018776688,Proposed method,Non-congested,Large systems,case2746wp
0.021858012,Proposed method,Non-congested,Large systems,case2746wp
0.023067276,Proposed method,Non-congested,Large systems,case2746wp
0.01968873,Proposed method,Non-congested,Large systems,case2746wp
0.018068251,Proposed method,Non-congested,Large systems,case2746wp
0.01411062,Proposed method,Non-congested,Large systems,case2746wp
0.01228326,Proposed method,Non-congested,Large systems,case2746wp
0.021241414,Proposed method,Non-congested,Large systems,case2746wp
0.023079713,Proposed method,Non-congested,Large systems,case2746wp
0.018144148,Proposed method,Non-congested,Large systems,case2746wp
0.018122115,Proposed method,Non-congested,Large systems,case2746wp
0.017957068,Proposed method,Non-congested,Large systems,case2746wp
0.013570992,Proposed method,Non-congested,Large systems,case2746wp
0.014034968,Proposed method,Non-congested,Large systems,case2746wp
0.021019193,Proposed method,Non-congested,Large systems,case2746wp
0.013029446,Proposed method,Non-congested,Large systems,case2746wp
0.015003821,Proposed method,Non-congested,Large systems,case2746wp
0.021172964,Proposed method,Non-congested,Large systems,case2746wp
0.014475493,Proposed method,Non-congested,Large systems,case2746wp
0.014834571,Proposed method,Non-congested,Large systems,case2746wp
0.014400003,Proposed method,Non-congested,Large systems,case2746wp
0.009666192,Proposed method,Non-congested,Large systems,case2746wp
0.011518255,Proposed method,Non-congested,Large systems,case2746wp
0.006190246,Proposed method,Non-congested,Large systems,case2746wp
0.005451563,Proposed method,Non-congested,Large systems,case2746wp
0.015721196,Proposed method,Non-congested,Large systems,case2746wp
0.017384326,Proposed method,Non-congested,Large systems,case2746wp
0.01335552,Proposed method,Non-congested,Large systems,case2746wp
0.015101633,Proposed method,Non-congested,Large systems,case2746wp
0.015088467,Proposed method,Non-congested,Large systems,case2746wp
0.015404178,Proposed method,Non-congested,Large systems,case2746wp
0.016195037,Proposed method,Non-congested,Large systems,case2746wp
0.016337531,Proposed method,Non-congested,Large systems,case2746wp
0.020232786,Proposed method,Non-congested,Large systems,case2746wp
0.014049734,Proposed method,Non-congested,Large systems,case2746wp
0.014469045,Proposed method,Non-congested,Large systems,case2746wp
0.007610696,Proposed method,Non-congested,Large systems,case2746wp
0.01008365,Proposed method,Non-congested,Large systems,case2746wp
0.022286909,Proposed method,Non-congested,Large systems,case2746wp
0.00758968,Proposed method,Non-congested,Large systems,case2746wp
0.015556895,Proposed method,Non-congested,Large systems,case2746wp
0.01327553,Proposed method,Non-congested,Large systems,case2746wp
0.016195359,Proposed method,Non-congested,Large systems,case2746wp
0.013140996,Proposed method,Non-congested,Large systems,case2746wp
0.015855739,Proposed method,Non-congested,Large systems,case2746wp
0.010095658,Proposed method,Non-congested,Large systems,case2746wp
0.018109729,Proposed method,Non-congested,Large systems,case2746wp
0.015311785,Proposed method,Non-congested,Large systems,case2746wp
0.018101733,Proposed method,Non-congested,Large systems,case2746wp
0.013103255,Proposed method,Non-congested,Large systems,case2746wp
0.014316692,Proposed method,Non-congested,Large systems,case2746wp
0.015075916,Proposed method,Non-congested,Large systems,case2746wp
0.015072139,Proposed method,Non-congested,Large systems,case2746wp
0.016404773,Proposed method,Non-congested,Large systems,case2746wp
0.016086481,Proposed method,Non-congested,Large systems,case2746wp
0.020892504,Proposed method,Non-congested,Large systems,case2746wp
0.019759081,Proposed method,Non-congested,Large systems,case2746wp
0.014981261,Proposed method,Non-congested,Large systems,case2746wp
0.015638908,Proposed method,Non-congested,Large systems,case2746wp
0.010519909,Proposed method,Non-congested,Large systems,case2746wp
0.01052256,Proposed method,Non-congested,Large systems,case2746wp
0.012721958,Proposed method,Non-congested,Large systems,case2746wp
0.015754601,Proposed method,Non-congested,Large systems,case2746wp
0.015870348,Proposed method,Non-congested,Large systems,case2746wp
0.018747486,Proposed method,Non-congested,Large systems,case2746wp
0.012590225,Proposed method,Non-congested,Large systems,case2746wp
0.014388656,Proposed method,Non-congested,Large systems,case2746wp
0.025050644,Proposed method,Non-congested,Large systems,case2746wp
0.015607083,Proposed method,Non-congested,Large systems,case2746wp
0.013061426,Proposed method,Non-congested,Large systems,case2746wp
0.020206694,Proposed method,Non-congested,Large systems,case2746wp
0.00530244,Proposed method,Non-congested,Large systems,case2746wp
0.005314266,Proposed method,Non-congested,Large systems,case2746wp
0.01285472,Proposed method,Non-congested,Large systems,case2746wp
0.013402469,Proposed method,Non-congested,Large systems,case2746wp
0.013425977,Proposed method,Non-congested,Large systems,case2746wp
0.014060181,Proposed method,Non-congested,Large systems,case2746wp
0.017069243,Proposed method,Non-congested,Large systems,case2746wp
0.014980489,Proposed method,Non-congested,Large systems,case2746wp
0.016993941,Proposed method,Non-congested,Large systems,case2746wp
0.020520158,Proposed method,Non-congested,Large systems,case2746wp
0.019858028,Proposed method,Non-congested,Large systems,case2746wp
0.018980178,Proposed method,Non-congested,Large systems,case2746wp
0.019876952,Proposed method,Non-congested,Large systems,case2746wp
0.018568697,Proposed method,Non-congested,Large systems,case2746wp
0.014606758,Proposed method,Non-congested,Large systems,case2746wp
0.013757754,Proposed method,Non-congested,Large systems,case2746wp
0.016799808,Proposed method,Non-congested,Large systems,case2746wp
0.017397661,Proposed method,Non-congested,Large systems,case2746wp
0.013518367,Proposed method,Non-congested,Large systems,case2746wp
0.018622332,Proposed method,Non-congested,Large systems,case2746wp
0.017562193,Proposed method,Non-congested,Large systems,case2746wp
0.025792929,Proposed method,Non-congested,Large systems,case2746wp
0.006144596,Proposed method,Non-congested,Large systems,case2746wp
0.015332317,Proposed method,Non-congested,Large systems,case2746wp
0.015327281,Proposed method,Non-congested,Large systems,case2746wp
0.022552646,Proposed method,Non-congested,Large systems,case2746wp
0.021507294,Proposed method,Non-congested,Large systems,case2746wp
0.017713015,Proposed method,Non-congested,Large systems,case2746wp
0.012024604,Proposed method,Non-congested,Large systems,case2746wp
0.013638201,Proposed method,Non-congested,Large systems,case2746wp
0.015284728,Proposed method,Non-congested,Large systems,case2746wp
0.016930087,Proposed method,Non-congested,Large systems,case2746wp
0.011210019,Proposed method,Non-congested,Large systems,case2746wp
0.020637218,Proposed method,Non-congested,Large systems,case2746wp
0.017664675,Proposed method,Non-congested,Large systems,case2746wp
0.014553272,Proposed method,Non-congested,Large systems,case2746wp
0.019662683,Proposed method,Non-congested,Large systems,case2746wp
0.016126434,Proposed method,Non-congested,Large systems,case2746wp
0.020294423,Proposed method,Non-congested,Large systems,case2746wp
0.017495454,Proposed method,Non-congested,Large systems,case2746wp
0.012711455,Proposed method,Non-congested,Large systems,case2746wp
0.016996784,Proposed method,Non-congested,Large systems,case2746wp
0.02415648,Proposed method,Non-congested,Large systems,case2746wp
0.013426254,Proposed method,Non-congested,Large systems,case2746wp
0.012976405,Proposed method,Non-congested,Large systems,case2746wp
0.014775581,Proposed method,Non-congested,Large systems,case2746wp
0.013660871,Proposed method,Non-congested,Large systems,case2746wp
0.015167261,Proposed method,Non-congested,Large systems,case2746wp
0.012170176,Proposed method,Non-congested,Large systems,case2746wp
0.008946907,Proposed method,Non-congested,Large systems,case2746wp
0.015013871,Proposed method,Non-congested,Large systems,case2746wp
0.015016083,Proposed method,Non-congested,Large systems,case2746wp
0.013938557,Proposed method,Non-congested,Large systems,case2746wp
0.013986954,Proposed method,Non-congested,Large systems,case2746wp
0.017695544,Proposed method,Non-congested,Large systems,case2746wp
0.014650657,Proposed method,Non-congested,Large systems,case2746wp
0.014651142,Proposed method,Non-congested,Large systems,case2746wp
0.014665449,Proposed method,Non-congested,Large systems,case2746wp
0.016013232,Proposed method,Non-congested,Large systems,case2746wp
0.017563806,Proposed method,Non-congested,Large systems,case2746wp
0.017349854,Proposed method,Non-congested,Large systems,case2746wp
0.023606247,Proposed method,Non-congested,Large systems,case2746wp
0.015033678,Proposed method,Non-congested,Large systems,case2746wp
0.015811483,Proposed method,Non-congested,Large systems,case2746wp
0.015528924,Proposed method,Non-congested,Large systems,case2746wp
0.015039079,Proposed method,Non-congested,Large systems,case2746wp
0.015640834,Proposed method,Non-congested,Large systems,case2746wp
0.01810218,Proposed method,Non-congested,Large systems,case2746wp
0.013322498,Proposed method,Non-congested,Large systems,case2746wp
0.012307476,Proposed method,Non-congested,Large systems,case2746wp
0.010831748,Proposed method,Non-congested,Large systems,case2746wp
0.010828778,Proposed method,Non-congested,Large systems,case2746wp
0.01157637,Proposed method,Non-congested,Large systems,case2746wp
0.01109875,Proposed method,Non-congested,Large systems,case2746wp
0.017723901,Proposed method,Non-congested,Large systems,case2746wp
0.019533423,Proposed method,Non-congested,Large systems,case2746wp
0.013609629,Proposed method,Non-congested,Large systems,case2746wp
0.013610023,Proposed method,Non-congested,Large systems,case2746wp
0.016341016,Proposed method,Non-congested,Large systems,case2746wp
0.014871846,Proposed method,Non-congested,Large systems,case2746wp
0.012436048,Proposed method,Non-congested,Large systems,case2746wp
0.013678135,Proposed method,Non-congested,Large systems,case2746wp
0.014192692,Proposed method,Non-congested,Large systems,case2746wp
0.014431852,Proposed method,Non-congested,Large systems,case2746wp
0.017458671,Proposed method,Non-congested,Large systems,case2746wp
0.014507513,Proposed method,Non-congested,Large systems,case2746wp
0.014646661,Proposed method,Non-congested,Large systems,case2746wp
0.015791683,Proposed method,Non-congested,Large systems,case2746wp
0.016184677,Proposed method,Non-congested,Large systems,case2746wp
0.014274877,Proposed method,Non-congested,Large systems,case2746wp
0.014510889,Proposed method,Non-congested,Large systems,case2746wp
0.015073172,Proposed method,Non-congested,Large systems,case2746wp
0.015904568,Proposed method,Non-congested,Large systems,case2746wp
0.014186016,Proposed method,Non-congested,Large systems,case2746wp
0.014279424,Proposed method,Non-congested,Large systems,case2746wp
0.015802555,Proposed method,Non-congested,Large systems,case2746wp
0.014766871,Proposed method,Non-congested,Large systems,case2746wp
0.013673546,Proposed method,Non-congested,Large systems,case2746wp
0.01382712,Proposed method,Non-congested,Large systems,case2746wp
0.015020092,Proposed method,Non-congested,Large systems,case2746wp
0.015503642,Proposed method,Non-congested,Large systems,case2746wp
0.014639276,Proposed method,Non-congested,Large systems,case2746wp
0.014614028,Proposed method,Non-congested,Large systems,case2746wp
0.01562126,Proposed method,Non-congested,Large systems,case2746wp
0.015178252,Proposed method,Non-congested,Large systems,case2746wp
0.014466605,Proposed method,Non-congested,Large systems,case2746wp
0.014779924,Proposed method,Non-congested,Large systems,case2746wp
0.014109979,Proposed method,Non-congested,Large systems,case2746wp
0.014904088,Proposed method,Non-congested,Large systems,case2746wp
0.015685598,Proposed method,Non-congested,Large systems,case2746wp
0.014488726,Proposed method,Non-congested,Large systems,case2746wp
0.016417502,Proposed method,Non-congested,Large systems,case2746wp
0.015399065,Proposed method,Non-congested,Large systems,case2746wp
0.019401359,Proposed method,Non-congested,Large systems,case2746wp
0.021106018,Proposed method,Non-congested,Large systems,case2746wp
0.021979663,Proposed method,Non-congested,Large systems,case2746wp
0.019560876,Proposed method,Non-congested,Large systems,case2746wp
0.023714426,Proposed method,Non-congested,Large systems,case2746wp
0.012532843,Proposed method,Non-congested,Large systems,case2746wp
0.015438984,Proposed method,Non-congested,Large systems,case2746wp
0.014970365,Proposed method,Non-congested,Large systems,case2746wp
0.018510613,Proposed method,Non-congested,Large systems,case2746wp
0.014525401,Proposed method,Non-congested,Large systems,case2746wp
0.015079371,Proposed method,Non-congested,Large systems,case2746wp
0.013775801,Proposed method,Non-congested,Large systems,case2746wp
0.01387865,Proposed method,Non-congested,Large systems,case2746wp
0.016388885,Proposed method,Non-congested,Large systems,case2746wp
0.015086544,Proposed method,Non-congested,Large systems,case2746wp
0.015804016,Proposed method,Non-congested,Large systems,case2746wp
0.021526508,Proposed method,Non-congested,Large systems,case2746wp
0.01999384,Proposed method,Non-congested,Large systems,case2746wp
0.018388841,Proposed method,Non-congested,Large systems,case2746wp
0.012829819,Proposed method,Non-congested,Large systems,case2746wp
0.01281678,Proposed method,Non-congested,Large systems,case2746wp
0.019973386,Proposed method,Non-congested,Large systems,case2746wp
0.010520327,Proposed method,Non-congested,Large systems,case2746wp
0.009289834,Proposed method,Non-congested,Large systems,case2746wp
0.014125441,Proposed method,Non-congested,Large systems,case2746wp
0.013200173,Proposed method,Non-congested,Large systems,case2746wp
0.015721701,Proposed method,Non-congested,Large systems,case2746wp
0.021880107,Proposed method,Non-congested,Large systems,case2746wp
0.013549942,Proposed method,Non-congested,Large systems,case2746wp
0.023612337,Proposed method,Non-congested,Large systems,case2746wp
0.019337843,Proposed method,Non-congested,Large systems,case2746wp
0.019223712,Proposed method,Non-congested,Large systems,case2746wp
0.017428954,Proposed method,Non-congested,Large systems,case2746wp
0.017428543,Proposed method,Non-congested,Large systems,case2746wp
0.022183234,Proposed method,Non-congested,Large systems,case2746wp
0.021192096,Proposed method,Non-congested,Large systems,case2746wp
0.023354053,Proposed method,Non-congested,Large systems,case2746wp
0.021098184,Proposed method,Non-congested,Large systems,case2746wp
0.022175696,Proposed method,Non-congested,Large systems,case2746wp
0.022192602,Proposed method,Non-congested,Large systems,case2746wp
0.021698286,Proposed method,Non-congested,Large systems,case2746wp
0.011727977,Proposed method,Non-congested,Large systems,case2746wp
0.026136,Proposed method,Non-congested,Large systems,case2746wp
0.024114469,Proposed method,Non-congested,Large systems,case2746wp
0.0242439,Proposed method,Non-congested,Large systems,case2746wp
0.020575775,Proposed method,Non-congested,Large systems,case2746wp
0.020990602,Proposed method,Non-congested,Large systems,case2746wp
0.021675808,Proposed method,Non-congested,Large systems,case2746wp
0.025381738,Proposed method,Non-congested,Large systems,case2746wp
0.021869643,Proposed method,Non-congested,Large systems,case2746wp
0.02376942,Proposed method,Non-congested,Large systems,case2746wp
0.021657815,Proposed method,Non-congested,Large systems,case2746wp
0.02120671,Proposed method,Non-congested,Large systems,case2746wp
0.020927057,Proposed method,Non-congested,Large systems,case2746wp
0.023278899,Proposed method,Non-congested,Large systems,case2746wp
0.023031407,Proposed method,Non-congested,Large systems,case2746wp
0.024605606,Proposed method,Non-congested,Large systems,case2746wp
0.023507622,Proposed method,Non-congested,Large systems,case2746wp
0.018642309,Proposed method,Non-congested,Large systems,case2746wp
0.018968028,Proposed method,Non-congested,Large systems,case2746wp
0.023523797,Proposed method,Non-congested,Large systems,case2746wp
0.016095753,Proposed method,Non-congested,Large systems,case2746wp
0.023031256,Proposed method,Non-congested,Large systems,case2746wp
0.023044491,Proposed method,Non-congested,Large systems,case2746wp
0.021308454,Proposed method,Non-congested,Large systems,case2746wp
0.023666729,Proposed method,Non-congested,Large systems,case2746wp
0.019075273,Proposed method,Non-congested,Large systems,case2746wp
0.009896944,Proposed method,Non-congested,Large systems,case2746wp
0.018055616,Proposed method,Non-congested,Large systems,case2746wp
